Compound;m/z;Charge;Retention time (min);CCS (angstrom^2);Chromatographic peak width (min);Identifications;Anova (p);q Value;Max Fold Change;Highest Mean;Lowest Mean;Isotope Distribution;Maximum Abundance;Minimum CV%;16.0257_P001_01 [1];16.0257_P002_01 [1];16.0257_P004 [1];16.0269_P004 [1];16.0269_P005 [1];16.0269_P006 [1];17.0421_P001 [1];17.0421_P002 [1];17.0421_P003 [1];17.0421_P004 [1];17.0421_P005 [1];17.0421_P006 [1];17.0421_P007 [1];17.0421_P008_02 [1];ts1512_171_B [1];ts1605_382_P003_E001 [1];ts1605_382_P004_E001 [1];ts1707_313_P002_E008 [1];ts1707_313_P002_E001 [1];16.0043_P003 [1];16.0043_P011 [1];16.0230_P014 [1];16.0230_P015 [1];16.0259_P001 [1];16.0280_P002 [1];16.0334_P001 [1];16.0352_P001 [1];16.0352_P002 [1];16.0394_P001 [1];16.0394_P003 [1];16.0394_P004 [1];16.0394_P006 [1];16.0394_P016 [1];16.0412_P004 [1];16.0412_P005 [1];16.0436_P003 [1];16.0436_P004 [1];20180607_Blank_1 [1];20180607_Blank_2 [1];20180607_Blank_3 [1];20180607_Blank_4 [1];20180607_Blank_5 [1];20180607_Blank_6 [1];Blank 1 [1];Blank 2 [1];Blank 3 [1];Blank 4 [1];Blank 5 [1];Blank 6 [1];Blank 7 [1];Blank 8 [1];Blank 9 [1];Blank 10 [1];Blank 11 [1];Blank b1 [1];Blank b2 [1];Blank b3 [1];Blank b4 [1];Blank b5 [1];Blank b6 [1];Blank b7 [1];Blank b8 [1];Blank b9 [1];Blank b10 [1];Blank b11 [1];Blank b12 [1];Blank b13 [1];Blank b14 [1];Blank b15 [1];Blank b16 [1];16.0187_P001 [1];16.0187_P008 [1];16.0269_P002 [1];16.0269_P003 [1];16.0437_P002_01 [1];16.0455_P002_5ug_mL [1];17.0315_P005_5ug_mL [1];17.0477_P003_5ug_mL [1];17.03150_P001_5ug_mL [1];ts1512_170_P008_E001 [1];ts1603_373_P001_E001 [1];ts1605_141_P002_E001 [1];ts1605_406_P002_02_E001 [1];ts1609_167_P004_E001 [1];ts1610_343_P003_E001_50ug_mL [1];ts1610_343_P004_E001_50ug_mL [1];ts1611_309_P001_E001 [1];ts1707_313_P001_E001 [1]
9.97_294.2021m/z;294.2020837;1;9.9696;173.5135622;0.092216667;0;0;0;8.664600395;Heroin;Cocaine;100 - 6.17;3.336349767;19.86;0.908781782;0.466958475;0.171465338;0.670274382;0.070719174;0.148825692;0.589162069;0.06123284;0;0;0;0.240565593;0.048905423;0.300761366;0.263478393;1.180324949;1.18256728;0;1.012026768;3.597838181;3.764848356;2.802615525;3.366668329;3.258161869;4.196933651;3.99279813;3.066400707;4.117258576;4.921202776;2.547322124;2.571837579;2.891428861;2.478307395;2.963391339;3.138879763;3.496868652;2.881533998;1.492938297;2.271793039;2.059633566;1.710585427;1.644381218;2.565962866;2.439643177;1.376621961;0.951388109;0.79891698;1.127283789;0.919970283;0.775827723;1.060555564;0.876088329;0.791936726;0.72794218;2.774672669;3.070336323;1.300562556;3.066312083;2.678027824;2.715174293;4.149333599;3.772970729;3.052094981;3.795873234;2.560728894;3.028248839;3.99738359;3.554093037;4.413538015;3.708569638;2.790441299;1.141573964;0.834481686;1.748714109;0.811847454;1.780848139;2.614995021;1.784896985;2.055246394;1.108619388;0.596273969;0.926517425;0.725435355;0.844811006;1.185822802;2.689145905;2.729783125;0.931197665
11.15_272.2578m/z;272.2578098;1;11.14523333;181.8914035;0.434816667;0;0;0;8.59718223;Heroin;Cocaine;100 - 9.54;124.7112853;18.71;18.60934867;19.75187031;15.11093951;15.40296023;16.47104137;17.4506148;17.45980422;6.152416246;4.901993095;5.411670053;5.245920089;12.95282765;14.39768157;16.92870711;10.59744917;20.19012704;22.83122906;17.23818883;18.51044827;125.4825463;125.4295234;134.9304004;123.7613948;136.0739609;133.863154;148.3756625;155.3718877;153.7109663;167.4278818;77.93017875;91.30776917;104.0176804;101.01211;105.600812;115.195814;124.9031624;120.4082303;52.19556585;62.48686198;61.19519133;51.46037873;57.96988971;54.12947339;141.1748444;90.94505408;101.2049574;92.26842344;87.77867506;96.97329409;87.98959694;86.12847045;87.45133515;94.69052287;88.25557663;93.3584713;105.9870159;107.385585;107.7827328;111.9545713;123.7112872;119.5627696;124.9546863;129.7661538;137.1764041;133.3360563;130.3816885;133.4235116;145.8047941;148.748856;148.7366375;95.78879144;90.54371563;93.5115641;85.96558121;91.76679046;63.77074824;55.20465266;55.06336112;60.88501955;95.07408407;92.72405609;89.96795187;86.46324021;94.02173632;56.05846285;64.23702141;230.8803925;84.73252153
12.06_369.3824m/z;369.382368;1;12.06335;214.6122107;0.1829;0;0;0;8.469394168;Heroin;Cocaine;100 - 10.3;93.60917413;17.78;6.021631458;4.74802672;45.54632508;19.36166434;11.31821008;11.17042775;9.090492899;0.417349321;0;0;0.693406243;1.488693616;2.523561302;1.989589108;67.87742248;8.437266827;7.791379365;5.085199924;6.439534513;91.02685559;98.1663559;85.3394711;94.13644418;106.8178499;105.916849;114.1605449;109.3139572;110.3471695;126.892099;69.14048724;70.01990902;76.98884256;80.93924708;68.93581667;88.30857051;95.47665896;93.03800607;54.93557643;54.92682766;65.28676225;62.99150078;68.86930418;69.80647835;37.96963433;39.58372538;48.30093748;40.10155148;38.64982428;41.10826093;33.22896163;33.85986088;37.90316695;34.12417371;33.88647825;73.79313922;75.69309012;76.21511062;84.02178382;86.8115918;83.67910193;96.46440374;93.9261321;101.1611107;114.3667871;104.7780463;102.9895619;100.3428147;109.5772356;124.6306984;112.2677546;41.69223368;41.75214564;41.66134377;39.50909982;38.32986776;59.56053272;65.25280803;67.0013513;64.12720065;40.61778752;31.33558208;36.27516172;31.16971915;37.73636416;64.54495912;74.97817298;38.38199034;33.21696062
11.67_360.9765m/z;360.976539;1;11.67196667;220.9722478;0.025083333;0;0;0;8.055714308;NPS;Cocaine;100 - 2.19 - 1.5;19.19212046;40.15;0.868796772;0.425566681;3.996365362;3.501456196;2.254275248;0.362044517;2.152814518;2.169858314;2.295442716;3.23029106;1.474516751;3.228455433;4.90843903;2.551047787;2.47936122;1.712254635;1.165777352;5.2194695;1.269807248;10.91858862;17.11220245;19.7225278;20.7168573;21.19721072;21.87302832;19.07605493;23.54802972;23.00271483;34.83343214;4.344407419;8.72298944;10.97313504;14.48738387;13.80955894;13.12493796;15.25190474;15.36242854;7.32245678;9.364482533;8.456552675;6.081565161;6.370703265;7.463290051;21.74995527;24.60508423;28.70917838;26.72576022;22.42438107;21.09392034;22.14629304;25.81874274;25.78386604;33.23983815;26.49128101;10.10981256;10.35336609;13.05730969;13.05007916;14.09083305;15.01712224;15.21594562;18.74296768;13.004669;11.61315716;20.99518994;15.8774451;17.01690962;20.81689482;16.8432684;24.56779868;24.75704653;24.48183466;25.72712608;24.35564985;16.5230986;10.1813562;11.9720834;8.053630584;10.02364128;29.48372806;24.77996627;20.32466357;24.32758458;29.05519875;7.320363041;7.130017865;22.3175468;24.64363222
11.52_666.3201n;689.3093506;1;11.52148333;271.3329054;0.108633333;0;0;0;7.654423593;NPS;Cocaine;100 - 16.1;31.55326353;35.91;4.682269744;4.733833036;3.136011927;3.170323094;3.438617895;3.132307188;3.77100183;10.82273857;0.630393984;0.986535689;1.488755136;6.451223444;5.299338802;3.839104774;4.872594238;4.524835744;4.307594986;4.055535669;4.9792772;10.74073733;10.40114127;10.05757823;11.08459177;13.43356886;11.33381642;15.10717762;12.00012548;14.57700521;16.67922168;2.553508363;5.253412023;7.579713645;7.151213518;6.628285223;8.097170053;9.094041087;8.733769325;15.22771957;19.47331039;20.64914918;18.81845348;20.93117759;16.39177894;68.87861166;67.52420276;58.97045896;40.3552114;29.96394394;25.96602246;25.14514831;26.9732102;26.14853521;26.54452655;30.80531426;5.045102886;6.511101664;6.542734179;7.915831068;7.654748576;8.479864684;9.727153929;9.076139377;10.62231809;21.46969931;10.07027265;12.41464864;12.61790778;13.97335071;14.10018804;14.62418377;71.51691911;32.93447058;26.8186202;64.97340312;24.46806718;20.44437401;19.2252683;16.61077066;19.80336391;44.78477409;25.40555251;27.74377293;23.29561365;29.45299916;17.39192034;18.58086723;57.05892622;27.44906034
11.29_263.0807m/z;263.0807407;1;11.28738333;151.7765078;1.043483333;0;0;0;7.560322793;Heroin;Cocaine;100 - 6.8;393.1570402;20.84;58.21804561;66.2858334;39.62693632;44.86941889;52.44410745;57.4628196;68.04021774;40.7191264;63.19767706;61.80164838;64.54892067;25.00869821;25.49373887;29.77363842;35.25289801;76.81018309;74.07067653;37.61734197;66.80897656;404.6002323;396.6227751;440.9352166;390.7940388;436.4934027;433.3767097;454.2799253;493.4030836;514.6431641;548.2804101;253.5227085;280.2323594;308.7856724;309.477985;315.6681296;342.8371976;384.8411314;368.032582;216.1686317;234.0230967;224.7202917;210.4995409;226.5789698;229.7196599;124.0088906;131.1480392;142.448362;136.7825614;139.7011171;148.2903463;141.8177906;136.7450265;136.7487737;143.924241;143.9408289;271.8642274;306.5424907;294.5240324;320.5381889;347.0427921;379.4198277;385.8422641;414.615946;429.6965714;313.2471949;428.8449394;423.9110117;420.6467864;480.5688592;495.9097988;489.2846985;123.6390982;137.2662578;140.5723217;129.9893541;134.9167121;236.5912299;216.0535024;213.3811551;230.2191594;145.1073066;143.1845513;146.2928919;137.5030126;149.2404981;216.998282;220.7850023;115.2797078;139.8843422
11.56_330.9483m/z;330.9483293;1;11.56328333;154.3904259;0.409666667;0;0;0;7.527119076;Heroin;Cocaine;100 - 6.78;810.7872136;23.05;68.4660948;61.78827015;116.8005583;106.5378542;96.53618175;82.35936396;55.71188047;46.3422966;118.3545407;102.2108626;105.5569984;256.5985089;206.2002744;205.8452426;91.48863179;48.12120139;46.97327865;179.5497271;51.15227567;826.9119591;807.3321675;955.6525404;821.8329549;916.9587883;957.070255;969.9490942;1005.296418;1055.450206;1146.919988;465.5982575;557.8445083;605.645859;630.2908606;650.9256256;681.1883424;783.1725251;756.1294946;237.6418478;240.0452912;229.204794;215.7054615;218.3747001;234.0650417;476.9211379;525.6407322;597.465068;493.6930612;522.2568739;531.9032808;500.7352591;482.095462;497.2759868;526.4944912;530.4698493;554.350578;634.4590723;637.5208097;640.574431;695.0919114;761.7789787;772.8737899;818.5283087;876.0976158;558.346897;924.9065706;940.7262555;924.2895308;1017.38755;1036.889729;1030.390835;477.439796;522.970753;527.5110414;505.6717722;491.7430065;257.1508629;214.9060644;222.0470807;226.5281075;548.7241085;521.9605125;546.6100475;494.9708802;540.816073;215.1150568;224.2442889;433.3993212;488.1675732
11.37_586.3349n;609.3241016;1;11.37098333;226.3166688;0.1589;0;0;0;7.091224651;Heroin;Cocaine;100 - 20.8 - 0.39;94.75672559;21.66;5.840097665;7.637614687;5.19556104;4.792299697;5.157652187;5.446729394;6.18190088;13.8831309;3.675143774;3.709098611;5.40227425;4.11190938;1.277019555;1.548376425;152.1976674;7.326986586;7.650365822;5.20843858;7.64586598;100.8886174;92.43945143;115.5137348;105.5842793;109.1489123;117.2517288;119.8662103;117.4709286;125.8578285;134.626077;41.40903184;56.61212295;65.91950514;73.44524694;77.82077397;78.09190145;89.03710408;84.63760586;70.07193883;69.01551014;70.70496617;61.25844405;67.3014047;64.52433727;118.1155955;106.632827;112.266145;100.4100674;99.88848107;101.2553964;94.28616549;94.7763095;91.3691326;88.64378933;93.36563096;56.53724476;57.77385601;66.00389881;78.24867297;81.27019137;84.65213308;95.37646168;90.13663636;99.42429451;116.3004647;107.6091252;110.0329122;126.6818043;114.2526948;128.7791409;113.2339594;102.1944701;96.7441779;95.07794098;104.1106011;93.2412645;63.15612776;64.73970095;63.32096345;65.89848407;100.2884679;95.06644379;99.19911309;89.23130582;101.7378379;58.18647488;70.21694125;127.2292402;94.82274028
11.28_572.3186n;595.3078467;1;11.27903333;222.5540739;0.167233333;0;0;0;6.206574567;NPS;Cocaine;100 - 16.6 - 1.03;37.18920653;13.37;2.677083433;2.611005683;2.645535144;3.956221048;4.117458092;1.3088628;2.629217733;1.078750097;0.22710473;0.719574866;0.563243576;1.376008683;2.089679184;2.417391717;69.78289994;4.34135763;4.304938964;3.667269374;3.332596441;6.474160979;6.554056629;8.430710181;8.154565757;9.230060312;11.93129285;5.905524784;3.619958983;10.87293211;6.630918021;3.629431529;4.630803826;5.192475552;4.421053719;4.336362737;5.350840197;4.595775199;3.383351996;30.43378338;34.55443259;27.95711878;30.65145472;31.68951871;37.14426034;36.34644485;40.00709146;49.50134915;42.55256133;44.78427064;43.91434608;39.85149536;39.94011455;36.71111234;38.06713194;40.87392925;4.306063021;4.234038185;4.88295924;6.620306502;5.751057364;5.369584301;5.790442553;5.021933705;8.607554065;5.461999644;7.295603313;9.641142891;16.67633784;8.277194418;9.799155321;6.662816331;40.62416198;38.69605318;42.41022931;42.09893821;38.78720039;35.61753998;31.98541228;30.4615888;29.21126207;41.93178466;39.28030236;41.20721336;36.60975166;43.70959068;32.05245487;33.5254401;29.14205036;42.05474328
11.28_590.3526m/z;590.3526134;1;11.27903333;228.7580968;0.15885;0;0;0;6.090060581;NPS;Cocaine;100 - 15.6 - 0.226;24.32733392;28.31;0.451152761;0.349432006;1.666564755;0.839003835;0.877456233;0.467144602;0.38452712;21.74606331;4.256211518;3.083959383;4.131253292;0.83966767;0.694959141;0.364931786;31.40303905;0.952373183;0.905425686;1.093187984;1.39097781;15.97247643;13.78684922;18.02936157;20.49952077;16.36497652;22.35804222;19.7933535;18.72341451;19.74792838;22.72182464;9.907369878;9.437614033;11.63765603;11.44659348;12.04690931;12.07852124;12.87593471;11.50430222;15.04493854;17.97825245;14.8522689;15.37829577;17.36194245;16.69798473;47.12180398;29.12795353;30.49702715;26.83538758;24.84382956;26.3536279;23.3572918;23.85978512;21.15200614;21.90541119;23.01746171;11.09737539;10.98838039;11.8301804;11.83181073;11.04463191;13.77909185;14.8272639;13.81731416;15.134094;26.58338655;15.61019618;17.74628647;25.7552103;19.67302424;20.59423449;17.73039645;31.13330024;25.64466949;24.45810956;29.3687326;24.74966011;20.59897528;14.83256364;14.01128725;12.87811101;25.61968907;23.68622423;23.30495573;23.27630427;23.69735458;15.69727563;17.9345395;62.23729508;24.76296336
11.50_574.3576m/z;574.3576209;1;11.49646667;229.1089185;0.10865;0;0;0;5.914531299;NPS;Cocaine;100 - 15.8 - 0.0342;16.81249562;34.31;2.117453235;2.588154386;1.283441578;0.829323963;1.302206823;2.0012945;2.008189598;4.83772912;0.388164486;0.637246623;0.955049893;0.162951222;0.846310852;1.077981426;23.80665254;2.698633266;2.503155105;1.970459218;1.994516918;7.418788566;8.110939294;9.290016885;11.25198406;10.18616429;11.12973177;9.961039726;7.211449853;11.27246518;10.38589734;3.118891023;4.866558547;5.792748843;3.589544828;5.132743936;6.808115331;7.896028445;5.713531754;7.293280085;5.26084985;5.894517439;6.734546884;6.660947849;7.683148388;25.42282642;22.76326512;24.96410352;22.73927032;23.52240891;23.27362821;22.04303973;21.77380275;19.42139459;19.6825218;24.00168011;3.776238189;4.394650358;5.165099648;6.096505051;6.959944583;7.604376753;7.53589154;7.156781941;9.627471242;16.62077447;9.773115221;8.837905642;13.00679505;11.50127939;12.13424444;9.244711376;20.36932672;20.40563378;22.59498748;25.05850951;19.20741709;7.036265843;7.786308896;5.983068446;4.985578394;22.71668103;21.39468261;22.42218583;20.67501738;21.8447822;6.408705348;7.013423728;26.28630609;20.43604075
11.37_604.3686m/z;604.3686156;1;11.37098333;232.5637465;0.217483333;0;0;0;4.961386708;NPS;Cocaine;100 - 19.3 - 0.334;61.34360077;30.71;6.954392932;8.553921923;6.284688589;6.434594684;6.790637374;7.484770476;8.452611002;45.92357207;7.697108815;6.610070548;8.97695041;6.212651857;4.069798417;5.544782781;63.65318255;9.709407164;9.673554807;7.551274123;8.341918457;30.4898409;28.49996586;35.54141763;35.04601658;33.29813514;40.04935414;38.7797038;39.49410083;42.29455267;47.82818325;16.00933991;17.60546294;20.67631043;20.9368074;21.37292962;25.92377325;25.48798784;24.67164722;30.13227181;32.73857995;28.34059888;25.16632384;30.83340465;29.07962262;98.04722724;82.88336592;91.42262804;77.08789682;77.15638933;76.1566036;71.83246127;66.95341529;73.24489142;74.66639233;72.22027055;19.99923465;17.65774013;21.22328715;24.97509205;24.81620031;24.88629934;28.92014638;26.1984618;27.17361731;52.22709478;31.89127287;34.82969844;38.46560486;44.25763246;37.86513214;36.69187872;89.24933696;74.78602406;76.00222346;83.21588649;70.10503638;31.00558386;30.44025652;24.41486384;26.59540904;82.59146486;70.64735579;72.24747173;65.14832739;76.08370989;30.92958847;29.36082738;97.59277017;73.76867753
11.57_588.3733m/z;588.3733011;1;11.57165;232.9093398;0.150433333;0;0;0;4.379555887;Heroin;Cocaine;100 - 19.5 - 0.203;53.50143166;24.57;11.63807015;13.44658234;11.50131668;11.79003526;13.60454505;11.61188933;11.77546846;18.25586081;3.056168646;2.856158079;3.681560354;9.312827433;6.72753949;8.509727289;40.36203323;11.95150269;14.73432018;14.13811794;13.15364721;56.97995895;55.05935691;57.13479938;60.77972419;62.51510526;65.22963518;67.8677458;66.30413115;65.09546088;72.37851097;26.99985325;29.45404461;36.87468955;43.90322792;45.60494774;47.10836131;54.87513174;48.861085;23.5960619;24.22452304;20.33412537;21.59943623;24.78011998;26.53381775;61.66552749;63.4261172;64.55276834;62.00844118;59.85257554;56.43364266;55.92039234;52.76891765;55.55513084;59.75482185;58.74322998;28.85646169;32.97655717;38.62015255;42.57105266;49.1696431;49.0938786;56.7957981;53.96789184;57.40375162;80.44285396;57.85152877;58.90152712;68.87944184;68.19379473;71.15454835;67.04539654;58.12473835;56.52931736;54.16893111;63.52380083;57.03564919;26.68086929;24.9145608;22.68727799;26.90649492;58.29835467;55.19728731;55.22905899;49.70019386;54.92138883;23.67488404;24.72133126;59.4634282;49.70733184
11.37_329.0048m/z;329.0048441;1;11.37098333;157.9270041;0.4264;0;0;0;4.151182822;Heroin;Cocaine;100 - 4.02;298.2260381;13.96;58.74828911;65.24407733;83.04096762;75.05071013;77.18709109;63.26104726;67.45064934;53.01769712;49.19766579;52.19383885;52.93761543;53.55561396;80.81974024;91.15227349;185.2818927;66.76750654;61.54159107;69.40861447;59.12629702;328.8163187;318.6048473;261.0487108;306.1577514;314.4808076;306.5057056;341.542492;387.476967;305.7655362;373.1053563;206.6616133;227.6576244;258.5014009;266.8807074;261.4556244;285.1524509;314.0233302;304.2314407;172.2067842;178.2688879;185.8635584;166.0473954;177.2618629;178.7512211;120.1119226;138.8452575;167.8537087;138.3700093;142.3895748;150.487437;143.702451;134.7031495;133.5966892;135.0266113;129.7927664;231.9452128;258.3357375;267.1939342;268.8642067;294.2640247;301.7151789;308.8669762;326.4679002;347.4446994;227.0869502;335.2225949;263.3766602;303.5072725;303.4508027;343.9544491;385.5567775;123.6990789;144.7566438;146.0711066;135.1102767;137.6513459;176.619854;169.0635211;167.566666;180.9780768;148.8439501;147.3152593;139.6390601;134.5568888;137.8676463;175.3683042;171.8478705;108.4163155;126.7226145
0.06_355.2859m/z;355.2858533;1;0.0576;182.2803311;0.100366667;0;0;0;4.142212396;Cocaine;NPS;100 - 0.902;7.717923417;17.34;6.097436948;16.89734926;5.376984894;15.68471483;7.106902515;5.954264621;7.066762391;2.325405138;2.520298349;2.650878289;8.003882573;7.690948965;7.621124137;22.13671155;1.518508178;6.130291926;8.173305337;8.235508696;5.449266318;2.361367446;2.489596769;1.782013736;2.578227836;2.707953724;1.113224528;3.07046302;1.581273905;1.224420627;3.256662235;1.388736767;0.907593293;2.356916289;1.700046575;0.908128862;2.370692248;1.590491708;1.483050329;1.609768783;2.364663521;2.49570223;1.423441121;1.957847665;1.606748187;2.577791401;2.733916397;2.090499723;2.303682534;2.651081481;1.915293675;1.31982187;1.549683963;1.952293066;1.292482595;1.87157485;1.873773259;1.474692951;0.967264184;2.474538466;1.522768671;1.412641775;2.499912612;2.082910432;1.905845935;2.667562365;1.71073485;1.51125694;2.626286288;1.099605721;2.276084514;1.99032828;1.897796799;1.68290939;1.571967222;1.894404731;1.922254624;2.652940429;1.510763409;2.15716085;1.986383616;2.269300086;1.895822967;1.776386597;1.252549203;1.602179468;1.611336867;1.901540052;2.197462344;1.755107427
11.37_327.0076m/z;327.0075781;1;11.37098333;159.7443012;0.39295;0;0;0;3.663674779;Heroin;Cocaine;100 - 3.79;288.3955187;16.56;66.29098692;73.55311516;87.51106734;81.57787604;82.68099109;70.9610439;72.76782279;71.38854929;51.98242464;59.21801628;63.15023423;58.05181505;85.6490943;100.5127129;173.7451296;72.91256234;74.06569475;82.59488086;67.019516;312.6799214;309.6745976;251.9940443;298.5130132;295.0884768;301.914096;341.7390861;375.1523224;292.5440973;365.7196496;188.2403984;221.0282769;250.9509787;256.358449;249.1571828;267.4770933;313.0357341;299.8519195;215.6197983;226.3010191;222.7867864;207.1326281;228.0349665;224.3012183;132.1853804;155.7669528;183.0422361;155.4503989;159.9121862;163.5640866;158.6510197;149.0769854;154.7030409;152.903128;154.5956582;219.5139205;247.089899;237.9350394;258.5911155;276.1786824;315.2158655;313.0911207;312.1462248;327.1938484;231.3626086;327.9572028;262.3955577;287.5758243;280.9950913;343.378324;386.6483921;141.1860728;156.3825276;158.7824159;156.5359393;156.3345076;231.7480124;219.1196515;212.0835117;232.1019424;159.6807077;164.472312;155.0369288;143.6308405;160.9625339;217.2476764;212.9901;121.9407389;147.9200306
11.81_402.3571m/z;402.3571109;1;11.80573333;217.4858965;0.158833333;0;0;0;3.659007673;Heroin;Cocaine;100 - 21.4 - 0.898;531.317005;19.76;147.8563061;190.5691315;161.3835887;154.0003785;151.0686695;159.1532625;180.57529;110.4394088;38.19182987;47.46910576;48.44317958;130.0550891;106.3597318;121.0838919;313.3265147;215.6958766;210.1056761;113.8242786;159.3498495;590.5691086;588.7090089;558.7989141;533.5064884;618.8679364;639.3896182;686.1496396;684.1628944;617.0657738;784.9706346;178.8771833;310.6649185;397.3441146;425.495169;421.0973488;453.961317;553.1919313;520.8840901;223.7995433;466.3693798;488.327819;539.3813425;563.8648157;597.5074626;312.8648228;386.2561968;459.0659243;428.7977788;458.6222514;470.8717887;425.1326214;399.905182;408.9828491;446.9181841;434.7526426;255.3026908;374.5316734;373.6761768;451.095311;462.2529475;504.2654099;522.5718631;556.3661631;572.1204775;711.680051;589.1723114;605.11137;567.2073303;667.9244463;704.7878165;700.3627553;338.1790967;431.3028868;411.9035416;398.0728333;418.1459416;385.0847248;553.9124809;540.8162497;481.8456898;415.6018037;436.1577397;455.7440857;396.1891457;450.8255036;536.7772198;591.9079986;214.5766615;433.2446624
11.02_254.2465m/z;254.2464597;1;11.01985;177.2173563;0.148916667;0;0;0;3.391399183;Blank;Cocaine;100 - 5.95;6.818909838;25.97;2.164443775;2.422682339;2.036763412;2.927769168;1.841984992;2.161346242;1.90241617;3.283944921;0.57305727;0.32565285;0.208867595;1.190146696;1.972072262;2.85060646;0.952637943;2.794407597;3.945641719;2.175071311;2.47279846;6.919023888;7.509862291;6.92398249;7.819748573;7.690462548;7.618778413;9.041995007;9.685006702;9.207399049;10.00842115;2.790069505;4.341975897;5.227618156;5.073180394;4.919659181;4.771598163;5.814909841;5.449620092;8.103120527;11.11339951;7.618411154;8.380770556;7.938041607;8.110116006;5.435622007;5.043492964;6.491452914;5.022856785;4.844277044;5.719447502;5.066826374;5.230002363;5.425441057;5.303065061;5.472954719;4.792515532;5.43544548;5.664510403;4.830733406;5.64815699;5.717539904;6.208110157;5.559102439;7.542085728;12.97023994;6.391831082;7.235801213;8.165848958;9.24257518;10.06755475;9.232675324;4.843966217;4.988846453;5.150032038;5.794620668;5.885809524;8.840394756;8.198670328;8.593661904;7.27828995;5.829742459;4.670521056;4.535613724;4.418917571;5.242571166;7.791950555;8.400149992;4.490945248;5.246355871
