Compound;m/z;Charge;Retention time (min);CCS (angstrom^2);Chromatographic peak width (min);Identifications;Anova (p);q Value;Max Fold Change;Highest Mean;Lowest Mean;Isotope Distribution;Maximum Abundance;Minimum CV%;16.0257_P001_01 [1];16.0257_P002_01 [1];16.0257_P004 [1];16.0269_P004 [1];16.0269_P005 [1];16.0269_P006 [1];17.0421_P001 [1];17.0421_P002 [1];17.0421_P003 [1];17.0421_P004 [1];17.0421_P005 [1];17.0421_P006 [1];17.0421_P007 [1];17.0421_P008_02 [1];ts1512_171_B [1];ts1605_382_P003_E001 [1];ts1605_382_P004_E001 [1];ts1707_313_P002_E008 [1];ts1707_313_P002_E001 [1];16.0043_P003 [1];16.0043_P011 [1];16.0230_P014 [1];16.0230_P015 [1];16.0259_P001 [1];16.0280_P002 [1];16.0334_P001 [1];16.0352_P001 [1];16.0352_P002 [1];16.0394_P001 [1];16.0394_P003 [1];16.0394_P004 [1];16.0394_P006 [1];16.0394_P016 [1];16.0412_P004 [1];16.0412_P005 [1];16.0436_P003 [1];16.0436_P004 [1];20180607_Blank_1 [1];20180607_Blank_2 [1];20180607_Blank_3 [1];20180607_Blank_4 [1];20180607_Blank_5 [1];20180607_Blank_6 [1];Blank 1 [1];Blank 2 [1];Blank 3 [1];Blank 4 [1];Blank 5 [1];Blank 6 [1];Blank 7 [1];Blank 8 [1];Blank 9 [1];Blank 10 [1];Blank 11 [1];Blank b1 [1];Blank b2 [1];Blank b3 [1];Blank b4 [1];Blank b5 [1];Blank b6 [1];Blank b7 [1];Blank b8 [1];Blank b9 [1];Blank b10 [1];Blank b11 [1];Blank b12 [1];Blank b13 [1];Blank b14 [1];Blank b15 [1];Blank b16 [1];16.0187_P001 [1];16.0187_P008 [1];16.0269_P002 [1];16.0269_P003 [1];16.0437_P002_01 [1];16.0455_P002_5ug_mL [1];17.0315_P005_5ug_mL [1];17.0477_P003_5ug_mL [1];17.03150_P001_5ug_mL [1];ts1512_170_P008_E001 [1];ts1603_373_P001_E001 [1];ts1605_141_P002_E001 [1];ts1605_406_P002_02_E001 [1];ts1609_167_P004_E001 [1];ts1610_343_P003_E001_50ug_mL [1];ts1610_343_P004_E001_50ug_mL [1];ts1611_309_P001_E001 [1];ts1707_313_P001_E001 [1]
1.42_705.1324m/z;705.1324439;1;1.419566667;268.8118161;0.016716667;0;0.276533503;0.029278185;Infinity;NPS;Cocaine;100 - 6.78;0.367433668;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.613806019;0;0;0;0;0;0
1.44_321.0984m/z;321.0984425;1;1.4363;137.8609304;0.03345;0;0.276533503;0.029278185;Infinity;NPS;Cocaine;100;0.186292653;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.353267755;0;0;0;0;0;0
5.70_330.2762m/z;330.2761874;1;5.7024;175.7699883;0.050166667;0;0.276533503;0.029278185;Infinity;NPS;Cocaine;100;3.137039553;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.46671196
3.10_192.1009m/z;192.1009329;1;3.097116667;136.9031389;0.033433333;0;0.276654789;0.029284568;Infinity;NPS;Heroin;100 - 8.35;0.148700377;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00094016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67660678;0;0;0;0;0;0;0;0;0;0;0
1.43_389.0941m/z;389.0941318;1;1.427933333;188.6815594;0.03345;0;0.276722308;0.029285257;Infinity;NPS;Cocaine;100 - 45.7;0.29238589;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002019053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.262946027;0;0;0;0;0;0
4.58_304.4261m/z;304.4261386;1;4.57535;169.4682109;0.0418;0;0.276889126;0.029296453;Infinity;NPS;Heroin;100 - 20.7;0.43409929;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004433511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.813787213
12.42_782.6565m/z;782.6565282;1;12.415;310.4141738;0.016716667;0;0.277343501;0.029338062;7.45154914;Heroin;Cocaine;100 - 8;1.465100431;152.99;0.173850559;0.279696925;0;0;0;0.028534976;0;0;0;0;0;2.490521406;0.387469501;0.024826709;0;0;0;0.350820869;0;0;0;0;0;0;0;0;0;0;0;0;0;1.226190032;1.997730301;7.896844654;4.420384624;9.794622858;1.036035291;0;1.080942614;0.014869798;0.780738196;1.858719314;0;0.00039284;0;0;0;0;0.366983929;0;0;0.000213505;0.344823603;0;0.491097035;1.16561463;0;7.810552746;7.401515228;5.606269421;5.687031138;1.473562433;0;0;0;0;0;0.103633581;0;0;0.871076885;0.37908146;0;0;0.137854534;0.51100744;1.750236223;0.087477724;1.790274684;0;1.26269385;0;0.0539506;0;0.119728299;0.68611305;3.622315092;0
11.26_322.1870m/z;322.1870211;1;11.2623;174.2373281;0.0418;0;0.277511248;0.029349339;Infinity;Cocaine;Heroin;100;0.164982153;221.22;0;0.017000875;0;0;0;0;0;0;0;0;0;0;0;0.091589329;2.991379319;0;0.034691383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.080156315;0;0;0.023977892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000468815;0;0;0.004999955;0;0;0.077486729;0;0;0;0;0.071846649;0;0.002895503;0.059826534;0
1.78_130.0650m/z;130.0649866;1;1.779066667;123.9673933;0.282666667;0;0.278067717;0.029401713;Infinity;NPS;Heroin;100;7.552709395;322.41;0;0;0;0;0;0.015957699;0;0;0;0;0;0;0;0;0.035241285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002912812;135.9458563;0;0;0;0;0;0;0;0
11.69_682.5307m/z;682.5306618;1;11.6887;278.1318017;0.025083333;0;0.278286656;0.02941345;10.31156006;Heroin;Blank;100 - 13.2;0.552996305;165.07;0.851218439;1.647981435;0.419493804;0.265810749;0.733794016;1.615378495;0.134478244;0;0;0;0;0.439455126;0;0;0;0;0;0;0.0064475;0;0;0;0;0;0;0;0;0;0;9.488383987;0;0;0.227599821;0.237949686;0;0;0;0.551850777;0.082001921;0;0;0;0.616988408;0;0;0;0;0;0;0.514020316;0;0.00488806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.562260071;0.256811962;0;0.00682133;3.738288016;0.427524728;0;0.135116227;0;0;0;0;0;0;0;1.286196998;0
0.76_409.1116m/z;409.1115577;1;0.760383333;176.949055;0.050666667;0;0.278301261;0.02941345;Infinity;NPS;Cocaine;100 - 6.6;1.161512692;389.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015624362;0;0;0;0.015742489;0;0;0;0;0;0.056128312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014123264;0;0;20.89310519;0;0;0;0;0;0;0
2.10_364.1750m/z;364.1750481;1;2.095183333;180.131865;0.092;0;0.278620826;0.029435274;Infinity;NPS;Heroin;100 - 21.2;0.754019862;423.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10307915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001327483;0;0;0.00512717;0;0;0;0;0;0;0;0;0;0;0;0;0.019823248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007787065;13.54804907;0.003010206;0;0;0;0;0;0.001961122;0.011550059;0;0
0.72_527.1580m/z;527.1579779;1;0.718083333;200.3372923;0.0418;0;0.278630388;0.029435274;Infinity;NPS;Cocaine;100 - 5.26;0.345510804;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023677979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.219194468;0;0;0;0;0;0;0
11.72_365.2867m/z;365.2866518;1;11.72213333;193.2475258;0.016733333;0;0.278827901;0.029449658;9.108421973;Cocaine;Blank;100 - 9.84;0.12964487;140.34;0.079946245;0;0;0.023815824;0;0.267569061;0.068038264;2.012739192;0;0;0;0;0;0;0;0;0.011143951;0;0;0;0;0;0;0;0;0.004748109;0;0.015189573;0;0;0;0.247554323;0;0;0.036895392;0;0;0;0;0;0;0;0;0.000108245;0.100550352;0;0;0.071541849;0;0.043871154;0.123234931;0;0;0.098907993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031491505;0;0.068051005;0;0.02164015;0;0.125693126;0;0;0;0.215464276;0.08988129;0;0.04808878;0.147065627;0;0.010839659;0.11813665;0
11.92_754.6827m/z;754.6827202;1;11.92278333;313.3229047;0.050166667;0;0.279424631;0.02949651;1.746267648;NPS;Heroin;100 - 23;15.97687578;121.8;21.98448486;1.160464736;9.460062081;12.38447956;22.82830348;48.36314462;2.137917577;0;0;0;0;0;0;3.060280639;0;11.22282279;4.208498255;46.58284413;2.844836119;19.89007121;16.2501344;3.088218196;2.77220267;8.011933242;20.71294415;38.07994881;29.18773697;14.01817663;5.442999626;0;0;0;1.161107587;0.480122779;1.202626526;1.563314396;2.823277534;8.372514853;8.517136187;8.640249629;6.008546465;2.403903737;2.094717174;50.26145257;14.83313294;0.606112817;9.609216761;56.40731487;66.41872022;32.83476645;11.76748008;6.282637441;2.969326714;3.624031739;0;0.779768585;0.437639641;0.33763897;2.096768998;0.333981259;2.130339419;10.52441615;28.65682774;1.860274976;1.094342371;4.411926415;11.26677143;44.49217497;26.08048924;8.283802183;26.02762455;19.71241588;57.14312561;3.044869367;54.29272842;12.80113175;10.14998865;2.4146763;6.029640518;3.065198334;22.50876677;3.45446961;6.986965182;0.657584634;0.331627308;0.730943207;53.21255827;5.019449652
0.73_365.3341m/z;365.3340672;1;0.726416667;170.9591181;0.025083333;0;0.279453759;0.02949651;Infinity;NPS;Heroin;100;0.466524588;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037148979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.397442583;0;0;0;0;0;0;0
11.73_322.1919m/z;322.1918713;1;11.7305;174.2371481;0.025083333;0;0.279455832;0.02949651;Infinity;Cocaine;Heroin;100 - 15.6;0.157696163;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.939048276;0;0;0.057178827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001085901;0;0;0;0;0;0;0;0;0;0;0;0
1.88_364.1749m/z;364.1749161;1;1.879383333;178.2872397;0.1254;0;0.279832709;0.029529797;Infinity;NPS;Heroin;100 - 20.3 - 1.06;1.336232018;334.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.480982506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016955664;0;0;0.017640434;0.008800873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00938485;0;23.93695601;0;0;0;0;0;0;0;0.022392246;0;0.083443219
11.88_664.6940m/z;664.6940361;1;11.88098333;274.0607958;0.03345;0;0.280563894;0.029600449;Infinity;NPS;Heroin;100;0.277141516;424.26;0;0;0;0;0;0;0;0.041837546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.988547288;0;0;0;0;0;0;0;0;0;0
1.43_243.9626m/z;243.9625954;1;1.427933333;139.1008444;0.03345;0;0.28099788;0.029634502;Infinity;NPS;Cocaine;100;0.273642868;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046178218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.925571629;0;0;0;0;0;0
11.99_618.4950m/z;618.4949736;1;11.98966667;261.8987313;0.056966667;0;0.281010126;0.029634502;Infinity;Heroin;Cocaine;100 - 19.9;0.811250259;289.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.360087568;8.057611751;0.179390109;0.005415238;0;0;0;0;0;0;0;0;0;0;0.240375892;0.783109073;0;0;0;0;0;0;0;0;0;14.62510413;10.67619545;0;0.247263534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.44E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
2.07_460.2174m/z;460.2173751;1;2.070116667;192.3678714;0.06685;0;0.281120611;0.029639642;Infinity;NPS;Cocaine;100 - 15.2;0.336181738;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051623215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.051271282;0;0;0;0;0;0;0;0;0
11.96_754.6810m/z;754.6809582;1;11.95621667;308.6313936;0.016716667;0;0.281482019;0.029669;1.879183748;NPS;Cocaine;100 - 26.1;6.078329199;117.61;8.994856604;1.2601494;0.916004057;3.636466848;5.264793749;14.51325103;0;0;0;0;0;0;0.805146631;0;0;4.269607315;3.976146284;17.65325312;0.166930729;7.318755704;8.633604496;1.839260236;0.739629126;3.682754752;8.687597349;14.5821931;14.35556199;8.277288938;2.865446966;0;0;0.036971576;0;0.659142659;0;0.209807515;3.582220296;6.297853279;4.352893491;5.266754212;2.454751401;1.751855233;0.737007149;18.37866749;6.19796282;0;4.977679405;22.80054608;27.90372935;9.639521946;3.043756305;3.509923654;0;0.959103764;0;0;0;0.762620235;0;0;0;2.368393008;14.18843638;0.624074344;1.618132124;1.359435263;8.122969991;14.49549842;11.60134568;4.72753669;12.6114692;9.301906106;26.48229655;0.67470997;11.48814939;4.381566036;0.725766297;2.42931596;2.261676354;3.977092092;7.071471372;0.902515296;2.602412021;0.776425776;0.273437467;1.570081826;20.56793535;1.311698525
13.20_754.6813m/z;754.6812931;1;13.19956667;308.6313868;0.075233333;0;0.281562179;0.029669;1.536836847;NPS;Cocaine;100 - 20;40.69675471;103.85;22.06713633;8.502883109;19.87925465;35.10634437;65.76718476;120.6352304;9.047135009;0;0;0;0;3.578813575;14.01484031;50.79208435;0;28.78398244;23.31030519;95.09220274;6.558860303;55.22119624;46.14773513;18.98111615;26.37670884;66.27423272;105.7619322;119.9652613;91.63561617;54.28989642;24.65297087;0;0.522816547;5.70565181;6.35975676;3.865829916;0.86608249;5.60662524;29.98128506;14.70557894;26.27371777;9.760578223;11.50312179;11.31847264;3.301492157;66.64430784;23.49348812;16.98478346;58.8390896;142.9856457;154.4589788;80.87929583;29.85427868;28.37663066;22.0170717;6.960980292;0;1.647634696;5.454574283;8.253192742;0.982085978;5.382108143;14.66345358;49.16385196;66.11553668;9.167598166;16.7958156;33.52736968;82.14159349;112.733129;71.9315948;32.98729669;46.78339207;95.49585113;152.9847916;8.922116876;111.0610711;20.76454052;8.704398617;5.988865614;11.59425906;40.63956594;60.75442379;11.29952325;34.60905995;3.4321256;0.957377506;6.283210922;97.7585599;14.5084512
13.09_869.6413m/z;869.6413171;1;13.09088333;332.553702;0.0418;0;0.281584474;0.029669;49.46366306;Cocaine;NPS;100 - 40.8;1.567233597;291.35;0;0;0;0;0;0;0;0.16503192;0;0.670085032;0.16016714;25.67604407;0.08395228;2.126573992;0.480440608;0;0.271675554;0.115314553;0.028153195;0;0;0;0;0;0;0;0;0;0;3.072010085;0;0;0.097672729;0.009007144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.171768008;0;0;0.223821571;11.49147914;0;0;0.631320541;0.513500382;0;0;0;0;0;0;0;0;0;0;0;0;0;0.272780305;0;0;0.297541482;0;0;0;0;0;0;0;0;0;0;0;0
2.95_224.2668m/z;224.2667973;1;2.948216667;148.512034;0.033416667;0;0.28239552;0.029747926;Infinity;NPS;Heroin;100;0.158235211;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04643243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.848233799;0
12.65_802.6111m/z;802.6111321;1;12.64936667;310.0281657;0.033433333;0;0.282619343;0.029764972;36.07475654;Heroin;Cocaine;100;0.544147225;242.21;0;0;0;0;0;0.286593681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.351339021;7.758082822;0.581366629;0;0;0.100086164;0;0.003775416;0.094820335;0;0;0;0;0.10961202;0;0;0;0;0;0.131540913;0.094480327;0;0;0;0;7.036318774;0.188543989;0.617168935;0;0;0;0;0.475240939;0.357907269;0;0;0;0;0;0;0;0;0;0;0;0.01087497;0;0;0;0;0;0;0;0.168751532;0.150587403;0;0;0.057240755;0
11.57_662.5381m/z;662.5381114;1;11.57165;278.5593385;0.083533333;0;0.283104335;0.029809511;2.789642148;NPS;Cocaine;100 - 5.58;1.851200501;160.81;0.200157952;0;1.215972666;9.471710247;0.243295154;0.12374732;0.100396723;0;0.401098272;0.173200028;0;0;0.24683221;0;0;0.173095101;0;0.256107116;0.002746151;0;0;2.846768285;2.12397279;10.28963862;2.874432167;0;0;0.098981407;0;0;0.765485409;0.6935128;0;0.077055974;0;0;0;0.44374193;0.628645982;0.585218187;0.485142025;0.477347827;0.239340961;0.057095653;0.131813443;5.726351026;7.878686786;8.273516273;6.520294084;0.393267693;0.216350874;0.126189831;0.245355625;0.680692322;0.148948427;0.569421329;0.136493132;0;0.38769543;0;0;0.006843877;0;0.787363305;4.276961414;3.528824301;5.10026696;0;0;0.136456589;0.074809937;9.268826773;4.767597903;2.362903092;5.772639871;0.206063802;0.125849363;0.281814814;0.598904619;7.980288043;0.035418629;0.398835152;0.072140789;0.376433583;0.401674037;0.086445713;0.253480616;0.257482273
11.94_833.2408m/z;833.2408314;1;11.9395;262.128439;0.025083333;0;0.283176519;0.029810572;23.46335752;NPS;Cocaine;100 - 36;1.406503201;216.25;0.824163785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.314784926;0;0;0;0;0;0;0;0;0.702466002;10.085533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.928633699;9.262770381;12.03031352;3.385783715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.250125116;0.849533657;0;0;0;0;0;0;0;0;0;0;0;5.340566294;9.055843099;2.089625934;0;0;0;8.831022288
11.93_568.4767m/z;568.4766512;1;11.93113333;248.0141958;0.174;0;0.284502514;0.029943596;2.53970789;Cocaine;Heroin;100 - 14.6;95.91872789;34.12;60.02954446;65.54265637;37.67109843;47.39960107;49.62058578;52.10856831;63.79056424;176.2800192;266.0525642;318.2919908;333.9773899;4.270383835;7.090536041;3.560489993;110.0375073;65.60235963;59.85384385;42.5974113;58.67871526;39.03597262;38.73877136;71.63366103;35.90769885;38.84437961;38.62995088;47.44130312;48.10864591;52.14219117;52.91384642;17.51642699;21.56403062;18.00411305;30.38399365;28.38384055;31.6070227;33.31099583;35.6503537;133.4990058;33.45042132;28.93271933;27.59904752;26.31490502;38.29716523;59.02494964;63.51313454;64.02287279;62.68691737;63.44690778;63.33396344;62.16871524;62.26511058;62.01951607;65.98660279;62.72892986;15.425316;16.16226726;13.40909012;24.93062868;30.39365985;37.23490848;31.26024611;33.92276302;39.8077;30.29147818;39.73321346;44.9309387;35.39738704;51.22438103;45.33883138;45.68775661;66.39666708;64.68975058;66.73854984;68.68505853;64.95764166;29.69252557;24.35655776;23.20523766;30.17167539;64.29710985;65.58929172;64.38829786;61.14792163;64.69187215;30.16387607;32.33696307;68.16313692;58.41971923
11.79_559.9460m/z;559.946024;1;11.78898333;209.3546341;0.108683333;0;0.284925903;0.029981584;79.03222888;Cocaine;Heroin;100 - 16.3;80.82624293;54.11;0;0;0.457452604;0;0;0;0;61.38681259;6.321599084;3.867037852;4.021019028;0;0;0;1458.778532;0;0;0.86616243;0;0.836965533;2.122505408;0.477263411;0.464964963;1.094738761;1.001323854;0.527872626;0.446154283;0.816522966;1.169384013;0;0.713777473;1.450609991;1.001716909;1.312983383;1.852696061;1.684533557;1.434582811;0;0;0;0;0;0;4.011084573;7.326487933;2.251420341;5.873883624;5.092012434;6.073090964;6.919171398;9.426514831;7.026052456;8.102717593;6.323638504;0.771158428;0.53871928;0;1.158167614;0.445348914;1.584299482;2.7247965;1.131244;1.797683426;2.191628613;0.704340521;0;0.725392946;0;1.076864456;1.246662567;5.843506452;4.522332691;5.11145906;6.400663542;6.040232743;0;0;0;0;5.937848223;9.024007453;6.721706251;6.493248497;6.219895779;0;0;4.666229617;8.571255232
10.31_468.1114m/z;468.111372;1;10.31078333;203.6969545;0.025083333;0;0.285333519;0.030017896;Infinity;Cocaine;Heroin;100 - 86.9;0.14425606;428.81;0;0;0;0;0;0;0;0.015396317;0;0;0.026964185;0;0;0;2.698504636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.13_810.7195m/z;810.7195283;1;13.13268333;316.9315638;0.025083333;0;0.285573503;0.03003656;2.37925544;NPS;Heroin;100 - 33.9;9.071203919;66.54;3.315130326;7.922600849;7.26492919;5.273700358;5.122309221;4.973690401;8.863280956;0.498176396;0.640894163;0;0.023105929;3.319058871;3.765059765;2.745188416;0;8.860417987;3.513869648;5.045204092;7.752289324;1.846218907;4.047501471;5.211468229;2.926787297;6.399822165;4.618533837;2.213493509;2.349724086;2.854309895;1.378177895;0.617306762;2.245348729;0.084612469;9.147850467;9.012020096;4.270471579;4.62756514;4.776000764;29.394315;18.9649334;11.1642419;14.51091068;10.87119998;12.53049657;1.835948972;0.871398996;5.551346958;3.824020989;2.826926771;2.55866539;2.863405713;2.706444669;2.431416601;1.600707784;2.977892007;1.289967307;4.188655571;5.205253745;3.808829856;4.2798873;7.252696891;5.645044223;5.470340309;4.902191256;3.970491451;0.643267841;1.830567639;0.584468583;4.967456534;1.855783331;3.0638168;2.053313512;4.79410438;0.974512037;3.155290173;1.530503291;13.23381801;14.72533045;36.76658337;22.36072705;2.698959957;1.682488682;1.485275321;3.921063977;3.298707359;36.65905264;5.718876812;4.722040256;3.501023272
11.74_701.0005m/z;701.0005171;1;11.73885;216.5280047;0.0418;0;0.285698692;0.030040185;Infinity;Cocaine;Heroin;100 - 10.8;1.769128714;292.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.24287324;0;0;0.370572327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.364864927;0;0;0.229968973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166047321;0;0;0;0.138149274;0;0;0;0;0;0;0;0;0;0;0;0;0
0.23_235.1682m/z;235.1681927;1;0.233183333;158.3539877;0.058533333;0;0.285733121;0.030040185;1.989117896;NPS;Heroin;100 - 5.09;0.451660505;92.95;0.068291357;0.805385953;0.139390487;0.675169126;0.135291003;0;0.299392458;0.681545302;0.05131569;0.14063395;0.103559591;0.248961304;0.133986321;0.543410719;1.193604083;0.10557848;0.268565227;0;0.215116639;0.577139053;0.578065903;0.113581224;0.47602346;0.076149366;0.076779778;0.324870091;0.275081929;0.087132381;0.42997601;0;0.10624401;0.568770498;0;0.083635664;0.190081554;0;0.123652204;0.824807578;1.73103126;0.771463597;0.512151527;1.277449064;0.671344882;0.711712536;0.08523948;0.064316883;0.466307195;0.452592706;0;0;0.563548693;0.124847412;0.148475533;0.461015116;0.592923197;0.089870349;0;0.411349408;0.173419432;0.032714453;0.680936693;0.049198256;0;0.455383642;0.083211274;0.185701991;0.241109538;0;0.424437384;0;0.180535487;0.104738843;0.118088794;0.705152186;0.408561942;0.972198642;1.144944286;0.601410118;0.800149103;0.286148003;0.0504699;0;0;0.127503312;0.67265916;1.399499243;0.117266711;0.440563367
0.73_365.7320m/z;365.7319844;1;0.726416667;169.1457952;0.033433333;0;0.285829949;0.030043784;Infinity;NPS;Heroin;100;0.474260687;424.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.117679204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.53669236;0;0;0;0;0;0;0
